Object ID,CNN Segment ID,Code,Cross Street 1,Cross Street 2,Detection Type,Cross Street 3,Supervisor District,Cross Street 4,Equipment Type,Vehicle Actuation,Pedestrian Signal,Pedestrian Actuation,Preemption Priority,Upgraded,Year of Contract,Last Upgraded,New Signals Project,Modification Project,Full Upgrade Project,Beacon Flasher,Funding Source,Red Light Camera,Start Year,CALTRANS Route,Maintained CALTRANS,Percent Caltrans Maintenance,Maintained SF,Percent SF Maintenance,Percent Port Maintenance,Last Edited Date,Geom
3201,5331101,Actuated,EVANS,POST OFFICE, , ,10, ,SIGNAL,WIRELESS,ALL,YES, ,NEW DONE, ,1999, , , , ,SALES TAX, ,1999, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7399050709, -122.38279488)"
3202,33708000,Actuated,BROTHERHOOD,CHURCH PARKING LOT (655), , ,7, ,SIGNAL,LOOPS,ALL, , ,NEW DONE,4/01, , , , , ,SALES TAX, ,2001, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7141619084, -122.475488315)"
3203,30021000,Actuated&Preempt,03RD ST,TERRY FRANCOIS, , ,6, ,SIGNAL,WIRELESS,ALL,YES,BRIDGE PREEMPT,FULL DONE, ,1999,NONE,NONE,DONE,NONE,DPW, ,1952, , ,, ,,100,06/21/2017 12:00:00 AM +0000,"(37.7763050914, -122.390038251)"
3204,33776000,Actuated,BRYANT,MAIN, , ,6, ,SIGNAL,LOOPS,ALL,YES, ,NEW DONE,10/99, , , , , ,FEDS, ,2001, , ,, ,,67,06/21/2017 12:00:00 AM +0000,"(37.7869036275, -122.388792648)"
3205,23599000,Actuated,BEALE,BRYANT, , ,6, ,SIGNAL,LOOPS,ALL,YES, ,NEW DONE,10/99, , , , , ,FEDS, ,2001, , ,, ,,40,06/21/2017 12:00:00 AM +0000,"(37.786228724, -122.389649852)"
3206,25098000,Preempt,MASON,WASHINGTON,MECHANICAL, , , ,FLASHER, ,n.a., ,CABLE CAR PREEMPTION,B&F, , ,NONE,NONE,NONE,DONE, , ,1985, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7945315995, -122.411377259)"
3207,25002000,FLASHER,CALIFORNIA,POWELL, , , , ,FLASHER, ,n.a., , ,NEW PENDING, , , , , , ,Prop B Go Bond, ,1954, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7920474608, -122.409184577)"
3208,21444000,Fix,GENEVA,PARIS,OPTICOM, ,11, ,SIGNAL,WIRELESS,ALL,YES,"TSP,FIRE PREEMPT",NEW DONE, ,1999, , , , ,SALES TAX, ,1999, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7156774922, -122.439451683)"
3209,27290000,Fix,08TH AVE,CLEMENT, , ,1, ,SIGNAL, ,ALL, , ,NEW DONE, ,1999,DONE,NONE,NONE,NONE,SALES TAX, ,1999, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7828543495, -122.466575875)"
3210,24800000,Fix,BROADWAY,FRONT, , ,3, ,SIGNAL, ,ALL, , ,FULL DONE,10/99, ,NONE,NONE,DONE,NONE,FEDS, ,2001, , ,, ,,50,06/21/2017 12:00:00 AM +0000,"(37.7987339487, -122.399886672)"
3211,24798000,Fix,BROADWAY,DAVIS, , ,3, ,SIGNAL, ,ALL, , ,NEW DONE,10/99, , , , , ,FEDS, ,2001, , ,, ,,75,06/21/2017 12:00:00 AM +0000,"(37.7988859147, -122.398708917)"
3212,30056000,Fix,DAVIS,WASHINGTON, , ,3, ,SIGNAL, ,ALL, , ,NEW DONE,10/99, , , , , ,FEDS, ,2001, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.796191019, -122.398165282)"
3213,30050000,Fix,CLAY,DAVIS,OPTICOM, ,3, ,SIGNAL, ,ALL, ,"TSP,FIRE PREEMPT",NEW DONE,10/99, , , , , ,FEDS, ,2001, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7953178898, -122.397987964)"
3214,25593000,Fix,JONES,NORTH POINT, , ,3, ,SIGNAL, ,ALL, , ,NEW DONE,4/01, , , , , ,SALES TAX, ,2002, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.8061461943, -122.417090497)"
3215,25465000,Actuated,COLUMBUS,LOMBARD, ,NEWELL,3, ,SIGNAL,WIRELESS,ALL, , ,NEW DONE,4/01, , , , , ,SALES TAX, ,2002, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.8027481486, -122.413731968)"
3216,25276000,Preempt,HYDE,JACKSON,MECHANICAL, ,3, ,SIGNAL, ,ALL, ,CABLE CAR PREEMPTION,NEW DONE,4/01, , , , , ,SALES TAX, ,2003, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7945723075, -122.418125505)"
3217,25954000,Fix,GROVE,WEBSTER, , ,5, ,SIGNAL, ,ALL, , ,NEW DONE,4/01, , , , , ,SALES TAX, ,2002, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7769809662, -122.4297001)"
3218,24515000,Fix,HARRISON,HAWTHORNE, , ,6, ,SIGNAL, ,ALL, , ,NEW DONE,4/01, , , , , ,SALES TAX, ,2002, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7834457003, -122.396275613)"
3219,23110000,Actuated,HIGUERA,LAKE MERCED, , ,7, ,SIGNAL,WIRELESS&LOOPS,ALL,YES, ,FULL AFTER NEW PENDING,4/01, ,DONE,NONE,PENDING,NONE,SALES TAX, ,2002, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7183325257, -122.485089169)"
3220,20578000,Fix,DWIGHT,PAUL,OPTICOM,SAN BRUNO,9, ,SIGNAL, ,ALL, ,"TSP,FIRE PREEMPT",NEW DONE,4/01, ,DONE,NONE,NONE,NONE,SALES TAX, ,2002, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7239249362, -122.402074174)"
3221,25255000,Preempt,HYDE,SACRAMENTO,"OPTICOM,MECHANICAL", ,3, ,SIGNAL, ,ALL, ,"TSP,CABLE CAR PREEMPTION",NEW DONE,10/01, , , , , ,SALES TAX, ,2003, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7919278078, -122.417595439)"
3222,24070000,Fix,24TH ST,CAPP, , ,9, ,SIGNAL, ,ALL, , ,NEW DONE,10/01, , , , , ,SALES TAX, ,2002, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7523109211, -122.417371029)"
3223,22790000,Fix,OCEAN,SAN LEANDRO, , ,7, ,SIGNAL, ,ALL, , ,NEW DONE,1/01, , , , , ,SALES TAX, ,2003, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7299818129, -122.469355131)"
3224,22755000,Fix,CERRITOS,OCEAN, ,WESTGATE,7, ,SIGNAL, ,ALL, , ,NEW DONE,1/01, , , , , ,SALES TAX, ,2002, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7272427034, -122.466694603)"
3225,22222000,Actuated,BRIGHTON,OCEAN, , ,7, ,SIGNAL,WIRELESS,ALL,YES, ,NEW DONE,1/01, , , , , ,SALES TAX, ,2002, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.723677302, -122.455148873)"
3226,23562000,Preempt,20TH ST,ILLINOIS, , , , ,FLASHER, ,n.a., ,HEAVY RAIL PREEMPT,B&F, , ,NONE,NONE,NONE,DONE, , ,0, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7605551674, -122.387581993)"
3227,23567000,Actuated&Preempt,03RD ST,19TH ST,VETAG/OPTICOM, ,10, ,SIGNAL,VIDEO,ALL,YES,"TSP,FIRE PREEMPT",FULL DONE,10/01, ,NONE,NONE,DONE,NONE,MUNI, ,1949, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.76177139, -122.388697225)"
3228,23550000,Actuated&Preempt,03RD ST,24TH ST,VETAG, ,10, ,SIGNAL,VIDEO,ALL,YES,TSP,NEW DONE,10/01, ,DONE,NONE,NONE,NONE,MUNI, ,2005, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7541170909, -122.387891848)"
3229,23536000,Actuated&Preempt,03RD ST,26TH ST,VETAG, ,10, ,SIGNAL,VIDEO,ALL,YES,TSP,NEW DONE,10/01, ,DONE,NONE,NONE,NONE,MUNI, ,2005, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7515645481, -122.387647183)"
3230,20250000,Actuated&Preempt,03RD ST,MARIN,VETAG, ,10, ,SIGNAL,VIDEO,ALL,YES,"TSP,HEAVY RAIL, BRIDGE PREEMPT, TRANSIT PREEMPT",NEW DONE,10/01, ,DONE,NONE,NONE,NONE,MUNI, ,2006, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.749009703, -122.387469518)"
3231,20234000,Actuated&Preempt,03RD ST,BURKE,VETAG, ,10, ,SIGNAL,VIDEO,ALL,YES,"TSP,HEAVY RAIL PREEMPT",NEW DONE,10/01, ,DONE,NONE,NONE,NONE,MUNI, ,2005, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7450753837, -122.387141729)"
3232,20244000,Actuated&Preempt,03RD ST,DAVIDSON,VETAG,PHELPS,10, ,SIGNAL,VIDEO,ALL,YES,"TSP,HEAVY RAIL PREEMPT",NEW DONE,10/01, ,DONE,NONE,NONE,NONE,MUNI, ,2005, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7435328716, -122.387642661)"
3233,20231000,Actuated&Preempt,03RD ST,GALVEZ,VETAG, ,10, ,SIGNAL,VIDEO,ALL,YES,TSP,NEW DONE,10/01, ,DONE,NONE,NONE,NONE,MUNI, ,2005, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7411125756, -122.388489101)"
3234,20227000,Actuated&Preempt,03RD ST,HUDSON,VETAG, ,10, ,SIGNAL,VIDEO,ALL,YES,TSP,NEW DONE,10/01, ,DONE,NONE,NONE,NONE,MUNI, ,2005, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7403222078, -122.388767795)"
3235,20223000,Actuated&Preempt,03RD ST,KIRKWOOD,VETAG,NEWHALL,10, ,SIGNAL,VIDEO,ALL,YES,"TSP,ACTUATED TRANSIT PHASE,TRANSIT PREEMPT",NEW DONE,10/01, ,DONE,NONE,NONE,NONE,MUNI, ,2005, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7379603391, -122.389600587)"
3236,20224000,Actuated&Preempt,03RD ST,LA SALLE,VETAG, ,10, ,SIGNAL,VIDEO,ALL,YES,TSP,NEW DONE,10/01, ,DONE,NONE,NONE,NONE,MUNI, ,2005, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7371744749, -122.38987767)"
3237,20660000,Actuated&Preempt,03RD ST,NEWCOMB,VETAG, ,10, ,SIGNAL,VIDEO,ALL,YES,TSP,NEW DONE,10/01, ,DONE,NONE,NONE,NONE,MUNI, ,2005, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7355954641, -122.39042947)"
3238,20500000,Actuated&Preempt,03RD ST,SHAFTER,VETAG, ,10, ,SIGNAL,VIDEO,ALL,YES,"TSP,ACTUATED TRANSIT PHASE",NEW DONE,10/01, ,DONE,NONE,NONE,NONE,MUNI, ,2005, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7316484881, -122.391810362)"
3239,20502000,Actuated&Preempt,03RD ST,THOMAS,VETAG,THORNTON,10, ,SIGNAL,VIDEO,ALL,YES,"TSP,TRANSIT PREEMPT",NEW DONE,10/01, ,DONE,NONE,NONE,NONE,MUNI, ,2005, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7308601252, -122.392086161)"
3240,20507000,Actuated&Preempt,03RD ST,UNDERWOOD,VETAG, ,10, ,SIGNAL,VIDEO,ALL,YES,TSP,NEW DONE,10/01, ,DONE,NONE,NONE,NONE,MUNI, ,2005, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7300717614, -122.392361954)"
3241,20485000,Actuated&Preempt,03RD ST,WALLACE,VETAG, ,10, ,SIGNAL,VIDEO,ALL,YES,TSP,NEW DONE,10/01, ,DONE,NONE,NONE,NONE,MUNI, ,2005, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7284945231, -122.392912626)"
3242,20493000,Actuated&Preempt,03RD ST,ARMSTRONG,VETAG, ,10, ,SIGNAL,VIDEO,ALL,YES,"TSP,HEAVY RAIL PREEMPT",NEW DONE,10/01, ,DONE,NONE,NONE,NONE,MUNI, ,2005, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7269847748, -122.393583363)"
3243,20517000,Actuated&Preempt,03RD ST,BANCROFT,VETAG, ,10, ,SIGNAL,VIDEO,ALL,YES,"TSP,HEAVY RAIL PREEMPT",NEW DONE,10/01, ,DONE,NONE,NONE,NONE,MUNI, ,2005, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7262423372, -122.393915712)"
3244,20457000,Actuated&Preempt,03RD ST,EGBERT,VETAG, ,10, ,SIGNAL,VIDEO,ALL,YES,"TSP,HEAVY RAIL PREEMPT",NEW DONE,10/01, ,DONE,NONE,NONE,NONE,MUNI, ,2005, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7239775056, -122.394939358)"
3245,20455000,Actuated&Preempt,03RD ST,FITZGERALD,VETAG, ,10, ,SIGNAL,VIDEO,ALL,YES,TSP,NEW DONE,10/01, ,DONE,NONE,NONE,NONE,MUNI, ,2005, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.723227276, -122.395277852)"
3246,20471000,Actuated&Preempt,03RD ST,HOLLISTER,VETAG, ,10, ,SIGNAL,WIRELESS,ALL,YES,TSP,NEW DONE,10/01, ,DONE,NONE,NONE,NONE,MUNI, ,2005, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7217208223, -122.395957032)"
3247,20466000,Actuated&Preempt,03RD ST,KEY,VETAG, ,10, ,SIGNAL,WIRELESS,ALL,YES,TSP,NEW DONE,10/01, ,DONE,NONE,NONE,NONE,MUNI, ,2005, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7194815203, -122.396967557)"
3248,20465000,Fix,03RD ST,US 101 OFF RAMP, , ,10, ,SIGNAL, ,ALL,YES, ,NEW DONE,10/01, ,DONE,NONE,NONE,NONE,MUNI, ,2005, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7164728378, -122.398278253)"
3249,20816000,Actuated,BAYSHORE,OAKDALE,OPTICOM, ,"9,10", ,SIGNAL,WIRELESS,ALL,YES,"TSP,FIRE PREEMPT",FULL DONE,1/02, ,NONE,NONE,DONE,NONE,SALES TAX, ,1951, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7430561472, -122.405255596)"
3250,22436000,Actuated,O'SHAUGHNESSY,PORTOLA, ,WOODSIDE,"7,8", ,SIGNAL,WIRELESS,ALL,YES, ,NONE, , , , , , , , ,1951, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7455391768, -122.451637204)"
3251,21893000,Fix,29TH ST,DOLORES, , ,8, ,SIGNAL, ,ALL, , ,MOD DONE, , , ,DONE, , , , ,1971, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7438431568, -122.424398075)"
3252,21332000,Preempt,29TH ST,MISSION,OPTICOM, ,9, ,SIGNAL, ,ALL, ,"TSP,FIRE PREEMPT",FULL DONE, ,1999,NONE,NONE,DONE,NONE,SALES TAX, ,1954, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7440425739, -122.420906872)"
3253,21331000,Preempt,MISSION,VIRGINIA,OPTICOM, ,9, ,SIGNAL, ,ALL, ,"TSP,FIRE PREEMPT",FULL DONE, ,1999,NONE,NONE,DONE,NONE,SALES TAX, ,1973, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7431276063, -122.421498662)"
3254,20700000,Actuated&Preempt,EVANS,RANKIN, , ,10, ,SIGNAL,LOOPS,ALL,YES,HEAVY RAIL PREEMPT,NONE, , ,NONE,NONE,NONE,NONE, , ,1994, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7451059428, -122.392195548)"
3255,22840000,Fix,LAGUNA HONDA,PORTOLA, , ,7, ,SIGNAL, ,ALL, , ,MOD DONE, , , ,DONE, , ,SALES TAX, ,1951, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7430536044, -122.455284292)"
3256,27942000,Actuated,GREAT HWY,LINCOLN, , ,"1,4", ,SIGNAL,WIRELESS,ALL,YES, ,FULL FUTURE, , ,NONE,NONE,FUTURE,NONE, , ,1981, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.76400577, -122.510354547)"
3257,32904000,Actuated,GREAT HWY,SLOAT, , ,"4,7", ,SIGNAL,WIRELESS&LOOPS,ALL,YES, ,MOD DONE,07/00, ,NONE,DONE,NONE,NONE,SALES TAX, ,1974, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7354746926, -122.506730652)"
3258,23384000,Fix,SUNSET,TARAVAL,VETAG, ,4, ,SIGNAL, ,ALL, ,TSP,MOD DONE, , , ,DONE, , , , ,1965, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7422299633, -122.494456507)"
3259,33209000,Actuated&Preempt,BAYSHORE,HESTER,VETAG, ,10, ,SIGNAL,VIDEO,ALL,YES,"TSP,ACTUATED TRANSIT PHASE",FULL DONE,10/01,1995,NONE,NONE,DONE,NONE,MUNI, ,1995,101(a), ,33,X,67,,06/21/2017 12:00:00 AM +0000,"(37.7153344524, -122.398995103)"
3260,52261000,CALTRANS,GENEVA,US I-280 OFF RAMP, , , , ,CALTRANS, ,ALL, , ,CALTRANS, , , , , , , , ,1976,280,X,50, ,50,,06/21/2017 12:00:00 AM +0000,"(37.7211602448, -122.447764767)"
3261,21812000,Fix,CIRCULAR,MONTEREY, ,US I-280 ON/OFF RAMPS,"7,8", ,SIGNAL,WIRELESS,ALL,YES, ,FULL DONE,1/02, ,NONE,NONE,DONE,NONE,SALES TAX, ,1973,280, ,25,X,75,,06/21/2017 12:00:00 AM +0000,"(37.7315433344, -122.436692162)"
3262,33540000,Actuated,BROTHERHOOD,LAKE MERCED, , ,7, ,SIGNAL,WIRELESS&LOOPS,ALL,YES, ,FULL DONE, ,1999,NONE,NONE,DONE,NONE,SALES TAX, ,1976, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7146994472, -122.485242154)"
3263,22554000,Actuated,BROTHERHOOD,CHUMASERO, ,THOMAS MORE,7, ,SIGNAL,WIRELESS&LOOPS,ALL, , ,NONE, , , , , , , , ,1980, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7129323094, -122.472750421)"
3264,22556000,Fix,19TH AVE,JUNIPERO SERRA, , ,"7,11", ,SIGNAL,LOOPS,ALL,YES, ,FULL DONE, ,2009,NONE,NONE,DONE,NONE,SALES TAX, ,1947,1(a),X,50,X,50,,06/21/2017 12:00:00 AM +0000,"(37.7171788038, -122.472585671)"
3265,23021000,Fix,19TH AVE,CRESPI, , ,7, ,SIGNAL, ,NONE, , ,FULL PENDING, , ,NONE,NONE,PENDING,NONE,STATE/CITY, ,1947,1(a),X,67,X,33,,06/21/2017 12:00:00 AM +0000,"(37.7204475683, -122.475238694)"
3266,33541000,Actuated,FONT,LAKE MERCED, , ,7, ,SIGNAL,LOOPS,ALL,YES, ,MOD DONE, , , ,DONE, , ,SALES TAX, ,1974, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7240046619, -122.485088397)"
3267,23032000,Fix,19TH AVE,HOLLOWAY, , ,7, ,SIGNAL, ,ALL, , ,FULL DONE, ,2009,NONE,NONE,DONE,NONE,STATE/CITY, ,1947,1(a),X,50,X,50,,06/21/2017 12:00:00 AM +0000,"(37.7210622315, -122.47523517)"
3268,33718000,Fix,19TH AVE,WINSTON, , ,7, ,SIGNAL, ,ALL, , ,FULL PENDING, , ,NONE,DONE,PENDING,NONE,STATE/CITY, ,1951,1(a), ,50,X,50,,06/21/2017 12:00:00 AM +0000,"(37.7269956358, -122.474913562)"
3269,23077000,Fix,19TH AVE,EUCALYPTUS, , ,7, ,SIGNAL,LOOPS,ALL,YES, ,FULL DONE, ,2008,NONE,NONE,DONE,NONE,STATE/CITY, ,1946,1(a),X,50,X,50,,06/21/2017 12:00:00 AM +0000,"(37.7310706908, -122.474869823)"
3270,23079000,Fix,19TH AVE,OCEAN, , ,7, ,SIGNAL,WIRELESS,ALL,YES, ,FULL DONE, ,2009,NONE,NONE,DONE,NONE,STATE/CITY, ,1946,1(a), ,50,X,50,,06/21/2017 12:00:00 AM +0000,"(37.7324610744, -122.474967839)"
3271,23149000,Actuated&RLC,19TH AVE,SLOAT, , ,"4,7", ,SIGNAL,LOOPS,ALL,YES, ,FULL PENDING, ,1999,NONE,DONE,PENDING,NONE,SALES TAX,YES,1946,1(a),X,75,X,25,,06/21/2017 12:00:00 AM +0000,"(37.7346305088, -122.47511569)"
3272,23323000,CALTRANS,JOHN MUIR,SKYLINE, , , , ,CALTRANS, ,n.a., , ,CALTRANS, , , , , , , , ,0,35(a),X,67, ,33,,06/21/2017 12:00:00 AM +0000,"(37.7189604921, -122.500234175)"
3273,33705000,Actuated,LAKE MERCED,SOUTH STATE, , ,7, ,SIGNAL,LOOPS,ALL, , ,NEW DONE, ,1999, , , , ,SALES TAX, ,1998, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7248754147, -122.484645623)"
3274,23070000,Fix,EUCALYPTUS,JUNIPERO SERRA, ,OCEAN,7, ,SIGNAL, ,ALL, , ,FULL DONE,1/01, ,NONE,NONE,DONE,NONE,SALES TAX, ,1951, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7310372913, -122.471810654)"
3275,33512000,Actuated,LAKE MERCED,WINSTON, , ,7, ,SIGNAL,LOOPS,ALL,YES, ,FULL DONE,1/02, ,NONE,NONE,DONE,NONE,SALES TAX, ,1974, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.727024459, -122.483877615)"
3276,23075000,CALTRANS,19TH AVE,ROSMOOR, ,STONESTOWN, , ,CALTRANS, ,ALL, , ,FULL PENDING, , ,NONE,DONE,PENDING,NONE,STATE/CITY, ,1947,1(a),X,100, ,0,,06/21/2017 12:00:00 AM +0000,"(37.730365817, -122.474748512)"
3277,33722000,Fix,PLYMOUTH,SAGAMORE, ,SAN JOSE,11,SICKLES,SIGNAL, ,ALL, , ,MOD AFTER FULL DONE,2001, ,NONE,DONE,DONE, ,SALES TAX, ,1979,280, ,50,X,50,,06/21/2017 12:00:00 AM +0000,"(37.7114816028, -122.45560545)"
3278,33434000,Fix,ALEMANY,BROTHERHOOD, , ,"7,11", ,SIGNAL, ,ALL, , ,NONE, , , , , , , , ,1972, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7115320742, -122.463798158)"
3279,22459000,Actuated&Preempt,CAPITOL,SAGAMORE, , ,11, ,SIGNAL,WIRELESS&LOOPS,ALL,YES,FIRE PREEMPT,MOD AFTER MOD PENDING, ,1999,NONE,PENDING,NONE,NONE,SALES TAX, ,1976, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7113922657, -122.459018682)"
3280,21552000,Fix,ACTON,MISSION,OPTICOM,SICKLES,11, ,SIGNAL, ,PENDING, ,"TSP,FIRE PREEMPT",FULL PENDING, , ,NONE,NONE,PENDING,NONE,SFMTA PROP-A, ,1970, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7088112741, -122.452677934)"
3281,33493000,Fix,ALEMANY,FARRAGUT, , ,11, ,SIGNAL, ,SOME PHASES, , ,NONE, , , , , , , , ,1978, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.712060628, -122.451967989)"
3282,22052000,Actuated,ALEMANY,GENEVA,OPTICOM, ,11, ,SIGNAL,WIRELESS,ALL,YES,"TSP,FIRE PREEMPT",MOD DONE,07/00, , ,DONE, , ,SALES TAX, ,1949, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7178383831, -122.442341374)"
3283,21517000,Actuated,ALEMANY,MOUNT VERNON, , ,11, ,SIGNAL,WIRELESS,ALL,YES, ,NEW DONE, ,1996,DONE,NONE,NONE,NONE,FED/SALES TAX, ,1996, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7160843647, -122.444576283)"
3284,21489000,Actuated,ALLISON,MISSION,OPTICOM,MOUNT VERNON,11, ,SIGNAL,LOOPS,ALL,YES,"TSP,FIRE PREEMPT",FULL AFTER NEW FUTURE, ,1998,DONE,NONE,FUTURE,NONE,BAAQMD/SALES TA, ,1997, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7146655563, -122.442578175)"
3285,22105000,Preempt,GENEVA,SAN JOSE,OPTICOM/TRACK CIRCUIT/VETAG/PUSH BUTTON, ,11, ,SIGNAL, ,ALL, ,"FIRE PREEMPT,TRANSIT PREEMPT",MOD AFTER MOD DONE, , , ,DONE,DONE, , , ,1952, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7207291621, -122.446621863)"
3286,33411000,Actuated,JUNIPERO SERRA,MERCEDES, ,WINSTON,7, ,SIGNAL,WIRELESS&LOOPS,ALL,YES, ,FULL DONE, ,1995,NONE,NONE,DONE,NONE,SALES TAX, ,1951, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7268289858, -122.472070102)"
3287,22053000,Actuated,ALEMANY,SENECA, , ,11, ,SIGNAL,WIRELESS,ALL,YES, ,NEW DONE, ,1997,DONE,DONE,NONE,NONE,SALES TAX, ,1997, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7186389931, -122.441330977)"
3288,21750000,Fix,ALEMANY,ONONDAGA, , ,11, ,SIGNAL, ,ALL, , ,FULL DONE, , ,NONE,DONE,DONE,NONE,FEDERAL, ,1949, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7216313223, -122.438654972)"
3289,23016000,Actuated,HOLLOWAY,JUNIPERO SERRA, , ,"7,11", ,SIGNAL,WIRELESS&LOOPS,SOME PHASES,YES, ,NONE, , , , , , , , ,1951, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7216287041, -122.472335572)"
3290,21486000,Fix,GENEVA,MISSION,OPTICOM, ,11, ,SIGNAL, ,ALL, ,"TSP,FIRE PREEMPT",FULL DONE, ,1999,NONE,NONE,DONE,NONE,SALES TAX, ,1950, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7164644834, -122.441032774)"
3291,21755000,Fix,ALEMANY,OCEAN, , ,11, ,SIGNAL, ,SOME PHASES, , ,MOD FUTURE, , , ,DONE, , ,SALES TAX, ,1947, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7237214014, -122.437452334)"
3292,21751000,Fix,MISSION,ONONDAGA,OPTICOM, ,11, ,SIGNAL, ,ALL, ,"TSP,FIRE PREEMPT",FULL FUTURE, , ,NONE,DONE,FUTURE,NONE,SALES TAX, ,1955, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7211684873, -122.437474351)"
3293,22193000,Fix,HOWTH,OCEAN, , ,7, ,SIGNAL,VIDEO,ALL,YES, ,FULL DONE,1/01, ,NONE,NONE,DONE,NONE,SALES TAX, ,1970, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7229662578, -122.449571834)"
3294,22223000,Fix,LEE,OCEAN, , ,7, ,SIGNAL, ,ALL, , ,FULL DONE,1/01, ,NONE,NONE,DONE,NONE,SALES TAX, ,1986, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7234619446, -122.454128968)"
3295,22585000,Fix,OCEAN,PLYMOUTH,VETAG, ,7, ,SIGNAL, ,ALL, ,TSP,FULL DONE,1/01, ,NONE,NONE,DONE,NONE,SALES TAX, ,1965, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7239687546, -122.456529231)"
