Object ID,CNN Segment ID,Code,Cross Street 1,Cross Street 2,Detection Type,Cross Street 3,Supervisor District,Cross Street 4,Equipment Type,Vehicle Actuation,Pedestrian Signal,Pedestrian Actuation,Preemption Priority,Upgraded,Year of Contract,Last Upgraded,New Signals Project,Modification Project,Full Upgrade Project,Beacon Flasher,Funding Source,Red Light Camera,Start Year,CALTRANS Route,Maintained CALTRANS,Percent Caltrans Maintenance,Maintained SF,Percent SF Maintenance,Percent Port Maintenance,Last Edited Date,Geom
3857,24372000,Fix,14TH ST,MISSION,OPTICOM, ,8, ,SIGNAL, ,ALL, ,"TSP,FIRE PREEMPT",FULL DONE, , ,NONE,NONE,DONE,NONE, , ,1953, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7682785966, -122.419994726)"
3858,24123000,Preempt,19TH ST,FOLSOM, , ,9, ,SIGNAL, ,PENDING, ,FIRE PREEMPT,FULL PENDING, , ,NONE,NONE,PENDING,NONE, , ,1986, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7605038162, -122.414855105)"
3859,24126000,Fix,18TH ST,FOLSOM, , ,9, ,SIGNAL, ,SOME PHASES, , ,NONE, , , , , , , , ,1954, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7621041045, -122.415011831)"
3860,24138000,Fix,16TH ST,FOLSOM, , ,9, ,SIGNAL, ,ALL, , ,MOD DONE, , ,NONE,DONE,NONE,NONE, , ,1954, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7653195835, -122.415321602)"
3861,24347000,Fix,12TH ST,FOLSOM, , ,2, ,SIGNAL, ,ALL, , ,FULL DONE,1/02,1999,NONE,NONE,DONE,NONE,SALES TAX, ,1975, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7709010528, -122.415009869)"
3862,25712000,Preempt,18TH ST,CHURCH,OVERHEAD CONTACT PAN, ,8, ,SIGNAL, ,PENDING, ,TRANSIT PREEMPT,FULL PENDING, , ,NONE,NONE,PENDING,NONE,Prop B Go Bond, ,1954, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.761294515, -122.428367279)"
3863,25726000,Fix,16TH ST,CHURCH,OPTICOM, ,8, ,SIGNAL, ,ALL, ,FIRE PREEMPT,FULL DONE, , ,NONE,NONE,DONE,NONE, , ,1951, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7645125554, -122.428678344)"
3864,24129000,Fix,19TH ST,SOUTH VAN NESS, , ,9, ,SIGNAL, ,PENDING, , ,FULL PENDING, , ,NONE,NONE,PENDING,NONE,FEDERAL, ,1975, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7603719656, -122.417039028)"
3865,24132000,Fix,18TH ST,SOUTH VAN NESS, , ,9, ,SIGNAL, ,PENDING, , ,FULL PENDING, , ,NONE,NONE,PENDING,NONE,FEDERAL, ,1954, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7619724726, -122.41719215)"
3866,24142000,Fix,16TH ST,SOUTH VAN NESS, , ,9, ,SIGNAL, ,PENDING, , ,FULL PENDING, , ,NONE,NONE,PENDING,NONE,FEDERAL, ,1954, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7651880778, -122.41749981)"
3867,22433000,Actuated,EVELYN,PORTOLA, , ,7, ,SIGNAL,WIRELESS,ALL, , ,MOD DONE, ,1999, ,DONE, , ,SALES TAX, ,1990, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7439895998, -122.454218118)"
3868,22424000,Actuated,FOWLER,PORTOLA, ,SYDNEY,7, ,SIGNAL,WIRELESS,ALL,YES, ,NONE, , , , , , , , ,1961, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7445978351, -122.453378058)"
3869,32977000,Fix,CORBETT,MARKET, ,PORTOLA,8, ,SIGNAL, ,SOME PHASES, , ,NONE, , , , , , , , ,1985, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7500875487, -122.443360479)"
3870,22449000,Actuated,HERNANDEZ,WOODSIDE, , ,7, ,SIGNAL,WIRELESS,SOME PHASES,YES, ,MOD DONE, , , ,DONE, , ,SALES TAX, ,1970, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7463329195, -122.45547995)"
3871,22865000,Fix,DEWEY,LAGUNA HONDA, ,WOODSIDE,7, ,SIGNAL, ,ALL,YES, ,MOD AFTER NEW DONE, ,1995,DONE,PENDING,NONE,NONE,SALES TAX, ,1954, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7472912586, -122.459187594)"
3872,33570000,Fix,ARGENT,MARKET, , ,8, ,SIGNAL, ,n.a., , ,NONE, , , , , , , , ,1985, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7525686393, -122.442742076)"
3873,26105000,Fix,MARKET,ROMAIN, , ,8, ,SIGNAL, ,NONE, , ,NONE, , , , , , , , ,1985, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7562234266, -122.441011974)"
3874,26106000,Fix,GLENDALE,MARKET, , ,8, ,SIGNAL, ,NONE, , ,NONE, , , , , , , , ,1985, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7566441017, -122.442232767)"
3875,26180000,Actuated&Preempt,CLAYTON,MARKET,OVERHEAD CONTACT PAN/PUSH BUTTON, ,8, ,SIGNAL, ,ALL,YES,ACTUATED TRANSIT PHASE,FULL PENDING, , ,NONE,NONE,PENDING,NONE,Prop B Go Bond, ,1958, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7581978079, -122.443795384)"
3876,25830000,Fix,EUREKA,MARKET, , ,8, ,SIGNAL, ,ALL, , ,MOD DONE,1/02, , ,DONE, , , , ,1949, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.761708741, -122.438375363)"
3877,25827000,Fix,DIAMOND,MARKET, , ,8, ,SIGNAL, ,ALL, , ,NONE, , , , , , , , ,1949, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7619004159, -122.437311936)"
3878,32920000,Fix,18TH ST,MARKET, , ,8, ,SIGNAL, ,ALL, , ,FULL DONE, , ,NONE,NONE,DONE,NONE, , ,1985, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7597133151, -122.444642646)"
3879,26175000,Fix,DANVERS,MARKET, , ,8, ,SIGNAL, ,ALL, , ,NONE, , , , , , , , ,1985, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7605141515, -122.443530263)"
3880,26199000,Fix,CARMEL,CLAYTON, ,TWIN PEAKS,"5,8", ,SIGNAL, ,ALL, , ,FULL DONE,1/02, ,NONE,NONE,DONE,NONE,SALES TAX, ,1969, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7610116605, -122.446446855)"
3881,23196000,Fix,19TH AVE,SANTIAGO,OPTICOM, ,"4,7", ,SIGNAL,LOOPS,ALL,YES,"TSP,FIRE PREEMPT",FULL DONE, ,2009,NONE,NONE,DONE,NONE,STATE/CITY, ,1946,1(a), ,50,X,50,,06/21/2017 12:00:00 AM +0000,"(37.7449236555, -122.475786462)"
3882,23183000,Fix,19TH AVE,TARAVAL,VETAG/OPTICOM, ,"4,7", ,SIGNAL, ,ALL, ,"TSP,FIRE PREEMPT",FULL DONE, ,2009,NONE,NONE,DONE,NONE,STATE/CITY, ,1946,1(a), ,50,X,50,,06/21/2017 12:00:00 AM +0000,"(37.7430567496, -122.475657688)"
3883,23202000,Fix,19TH AVE,RIVERA,OPTICOM, ,"4,7", ,SIGNAL,LOOPS,ALL,YES,"TSP,FIRE PREEMPT",FULL DONE, ,2009,NONE,NONE,DONE,NONE,STATE/CITY, ,1946,1(a), ,50,X,50,,06/21/2017 12:00:00 AM +0000,"(37.7467869757, -122.47591524)"
3884,23411000,Fix,RIVERA,SUNSET, , ,4, ,SIGNAL, ,ALL, , ,FULL DONE, , ,NONE,NONE,DONE,NONE,HSIP, ,1965, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7459564791, -122.494718935)"
3885,23204000,Fix,19TH AVE,QUINTARA,OPTICOM, ,"4,7", ,SIGNAL,LOOPS,ALL,YES,"TSP,FIRE PREEMPT",FULL DONE, ,2009,NONE,NONE,DONE,NONE,STATE/CITY, ,1946,1(a), ,50,X,50,,06/21/2017 12:00:00 AM +0000,"(37.7486524453, -122.47604632)"
3886,23205000,Fix,19TH AVE,PACHECO,OPTICOM, ,"4,7", ,SIGNAL,LOOPS,ALL,YES,"TSP,FIRE PREEMPT",FULL DONE, ,2009,NONE,NONE,DONE,NONE,STATE/CITY, ,1946,1(a), ,50,X,50,,06/21/2017 12:00:00 AM +0000,"(37.7505172152, -122.476176435)"
3887,23421000,Fix,PACHECO,SUNSET, , ,4, ,SIGNAL, ,ALL, , ,FULL DONE, , ,NONE,NONE,DONE,NONE,HSIP, ,1965, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7496886523, -122.494981973)"
3888,27333000,Fix,19TH AVE,ORTEGA,OPTICOM, ,"4,7", ,SIGNAL,LOOPS,ALL,YES,"TSP,FIRE PREEMPT",FULL DONE, ,2009,NONE,NONE,DONE,NONE,STATE/CITY, ,1946,1(a), ,50,X,50,,06/21/2017 12:00:00 AM +0000,"(37.752383537, -122.476305462)"
3889,27697000,Fix,NORIEGA,SUNSET, , ,4, ,SIGNAL, ,ALL, , ,MOD DONE, , , ,DONE, , , , ,1965, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7534187552, -122.495239763)"
3890,27694000,Actuated,ORTEGA,SUNSET, , ,4, ,SIGNAL,LOOPS (NOT USED),ALL, , ,NEW DONE, ,1996, , , , ,SALES TAX, ,1996, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7515497045, -122.495111483)"
3891,27335000,Fix,19TH AVE,NORIEGA,OPTICOM, ,"4,7", ,SIGNAL,WIRELESS&LOOPS,ALL,YES,"TSP,FIRE PREEMPT",FULL DONE, ,2009,NONE,NONE,DONE,NONE,STATE/CITY, ,1946,1(a), ,50,X,50,,06/21/2017 12:00:00 AM +0000,"(37.7542471268, -122.476436743)"
3892,27341000,Actuated,19TH AVE,MORAGA,OPTICOM, ,"4,7", ,SIGNAL,LOOPS,ALL,YES,"TSP,FIRE PREEMPT",FULL PENDING, ,1999,NONE,DONE,PENDING,NONE,SALES TAX, ,1946,1(a), ,50,X,50,,06/21/2017 12:00:00 AM +0000,"(37.756115154, -122.476567512)"
3893,27343000,Fix,19TH AVE,LAWTON,OPTICOM, ,"4,7", ,SIGNAL,WIRELESS&LOOPS,ALL,YES,"TSP,FIRE PREEMPT",FULL DONE, ,2009,NONE,NONE,DONE,NONE,STATE/CITY, ,1946,1(a),X,50,X,50,,06/21/2017 12:00:00 AM +0000,"(37.7579739197, -122.476697399)"
3894,27707000,Fix,LAWTON,SUNSET, , ,4, ,SIGNAL, ,ALL, , ,FULL DONE, , ,NONE,NONE,DONE,NONE,HSIP, ,1965, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7571451791, -122.495500055)"
3895,27104000,Fix,07TH AVE,LAWTON, ,WARREN,7, ,SIGNAL, ,PENDING, , ,MOD AFTER FULL PENDING, ,1999,NONE,PENDING,DONE,NONE,SALES TAX, ,1965, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7585431209, -122.463794749)"
3896,27147000,Fix,09TH AVE,JUDAH,OVERHEAD CONTACT PAN/VIDEO, ,"5,7", ,SIGNAL, ,ALL, ,TRANSIT PREEMPT,MOD DONE, , ,NONE,DONE,NONE,NONE, , ,1954, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7621799815, -122.466193776)"
3897,27143000,Fix,07TH AVE,JUDAH, , ,5, ,SIGNAL, ,ALL, , ,FULL DONE, , ,NONE,NONE,DONE,NONE,SALES TAX, ,1954, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.762273789, -122.464055227)"
3898,27141000,Fix,07TH AVE,KIRKHAM, , ,"5,7", ,SIGNAL, ,NONE, , ,NONE, , ,NONE,NONE,NONE,NONE, , ,1965, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7604102842, -122.463925112)"
3899,27366000,Fix,19TH AVE,JUDAH,VETAG/OPTICOM, ,"4,7", ,SIGNAL, ,ALL, ,FIRE PREEMPT,FULL DONE, ,2009,NONE,NONE,DONE,NONE,STATE/CITY, ,1946,1(a),X,50,X,50,,06/21/2017 12:00:00 AM +0000,"(37.7617043138, -122.477024109)"
3900,27364000,Fix,19TH AVE,KIRKHAM,OPTICOM, ,"4,7", ,SIGNAL,WIRELESS,ALL,YES,"TSP,FIRE PREEMPT",FULL DONE, ,2009,NONE,NONE,DONE,NONE,STATE/CITY, ,1946,1(a),X,50,X,50,,06/21/2017 12:00:00 AM +0000,"(37.7598388752, -122.476827115)"
3901,27735000,Fix,JUDAH,SUNSET,VETAG, ,4, ,SIGNAL, ,ALL, ,TSP,MOD DONE, , , ,DONE, , , , ,1965, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7608789546, -122.495762604)"
3902,27183000,Fix,KEZAR,MARTIN LUTHER KING JR, , ,5, ,SIGNAL, ,ALL, , ,NONE, , , , , , , , ,1974, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.767204941, -122.458650381)"
3903,27881000,Actuated,43RD AVE,FULTON, , ,1, ,SIGNAL,WIRELESS,PENDING,YES, ,MOD DONE, , ,NONE,DONE,PENDING,NONE,SALES TAX, ,1972, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7716943179, -122.503485919)"
3904,32856000,Fix,JOHN F KENNEDY,STANYAN, , ,"1,5", ,SIGNAL, ,ALL, , ,FULL DONE,07/00, ,NONE,NONE,DONE,NONE,SALES TAX, ,1953, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7714333365, -122.453992742)"
3905,27981000,Actuated,FULTON,GREAT HWY, , ,1, ,SIGNAL,WIRELESS,ALL,YES, ,NONE, , , , , , , , ,1992, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7713474369, -122.511066985)"
3906,27087000,Fix,06TH AVE,LINCOLN, , ,5, ,SIGNAL, ,ALL, , ,NONE, , ,NONE,NONE,NONE,NONE, , ,1969, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7660616621, -122.46324639)"
3907,33561000,Fix,07TH AVE,LINCOLN, , ,5, ,SIGNAL,WIRELESS,ALL,YES, ,FULL DONE, , ,NONE,DONE,DONE,NONE, , ,1953, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7660767693, -122.464325676)"
3908,27196000,Fix,05TH AVE,LINCOLN, , ,5, ,SIGNAL, ,ALL, , ,NONE, , ,NONE,NONE,NONE,NONE, , ,1974, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.766114863, -122.462175342)"
3909,27156000,Fix,09TH AVE,LINCOLN, , ,5, ,SIGNAL, ,ALL, , ,FULL DONE,1/02, ,NONE,NONE,DONE,NONE,SALES TAX, ,1953, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7659296024, -122.466455711)"
3910,27374000,Fix,19TH AVE,CROSS OVER,OPTICOM,LINCOLN,"1,4,5", ,SIGNAL,WIRELESS&LOOPS,ALL,YES,"TSP,FIRE PREEMPT",FULL DONE, ,2009,NONE,NONE,DONE,NONE,SALES TAX, ,1946,1(a),X,50,X,50,,06/21/2017 12:00:00 AM +0000,"(37.765452926, -122.477321617)"
3991,26053000,Fix,DIVISADERO,HAYES, , ,5, ,SIGNAL, ,ALL, , ,NONE, , , , , , , , ,1967, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7749968904, -122.437811965)"
3911,27377000,Actuated,20TH AVE,LINCOLN, , ,"1,4", ,SIGNAL, ,ALL, , ,NEW DONE, ,1998, , , , ,BAAQMD/SALES TA, ,1997, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7654040757, -122.478338045)"
3912,27424000,Actuated,25TH AVE,LINCOLN, , ,"1,4", ,SIGNAL,WIRELESS,ALL,YES, ,FULL DONE, ,1999,NONE,NONE,DONE,NONE,SALES TAX, ,1975, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7651651162, -122.48369866)"
3913,27745000,Fix,36TH AVE,37TH AVE, ,LINCOLN,"1,4", ,SIGNAL, ,ALL, , ,NEW DONE,4/01, , , , , ,SALES TAX, ,1997, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7646429815, -122.495488534)"
3914,27441000,Fix,CROSS OVER,MARTIN LUTHER KING JR, , ,"1,5", ,SIGNAL, ,ALL, , ,FULL PENDING, ,1999,NONE,DONE,FUTURE,NONE,SALES TAX, ,1946,1(a), ,50,X,50,,06/21/2017 12:00:00 AM +0000,"(37.7660674261, -122.477376053)"
3915,27372000,Fix,19TH AVE,IRVING,OPTICOM, ,4, ,SIGNAL, ,ALL, ,"TSP,FIRE PREEMPT",FULL DONE, ,2009,NONE,NONE,DONE,NONE,STATE/CITY, ,1946,1(a),X,50,X,50,,06/21/2017 12:00:00 AM +0000,"(37.7635644372, -122.477187334)"
3916,27737000,Fix,IRVING,SUNSET, , ,4, ,SIGNAL, ,ALL, , ,FULL DONE, , ,NONE,NONE,DONE,NONE,HSIP, ,1976, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7627400111, -122.495890312)"
3917,28106000,Fix,CROSS OVER,PARK PRESIDIO BYPASS, , ,1, ,SIGNAL, ,n.a., , ,FULL PENDING, , ,NONE,DONE,FUTURE,NONE,STATE/CITY, ,1946,1(a),X,67,X,33,,06/21/2017 12:00:00 AM +0000,"(37.7712735147, -122.479517186)"
3918,27084000,Preempt,06TH AVE,IRVING,OVERHEAD CONTACT PAN, ,5, ,SIGNAL, ,FUTURE, ,TSP,FULL PENDING, , ,NONE,NONE,PENDING,NONE, , ,1970, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7641827676, -122.463115215)"
3919,27154000,Fix,09TH AVE,IRVING,OVERHEAD CONTACT PAN/VIDEO, ,5, ,SIGNAL, ,ALL, ,TRANSIT PREEMPT,MOD DONE, , ,NONE,DONE,NONE,NONE, , ,1954, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.764041929, -122.466323842)"
3920,27375000,Fix,20TH AVE,IRVING, , ,4, ,SIGNAL, ,ALL, , ,NEW DONE, ,1998, , , , ,BAAQMD/SALES TA, ,1997, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7635196972, -122.478204048)"
3921,27258000,Fix,08TH AVE,FULTON, , ,1, ,SIGNAL, ,ALL, , ,MOD DONE, , ,NONE,DONE,NONE,NONE,CONCOURSE PROJECT, ,1952, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7734031452, -122.465896385)"
3922,27830000,Actuated,36TH AVE,FULTON, , ,1, ,SIGNAL,WIRELESS,PENDING,YES, ,FULL AFTER MOD PENDING, , ,NONE,DONE,PENDING,NONE,SALES TAX, ,1972, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7720369527, -122.495985242)"
3923,27813000,Actuated,30TH AVE,FULTON, , ,1, ,SIGNAL,WIRELESS,PENDING,YES, ,FULL AFTER MOD PENDING, , ,NONE,DONE,PENDING,NONE,SALES TAX, ,1972, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7723304127, -122.489552705)"
3924,27262000,Fix,10TH AVE,FULTON, , ,1, ,SIGNAL, ,ALL, , ,MOD DONE,1/02, ,NONE,DONE,NONE,NONE,CONCOURSE PROJECT, ,1972, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7733087743, -122.468037139)"
3925,27191000,Fix,ARGUELLO,FULTON, , ,1, ,SIGNAL, ,PENDING, , ,MOD AFTER MOD PENDING, , ,NONE,PENDING,NONE,NONE,SALES TAX, ,1952, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7743138368, -122.45838432)"
3926,27444000,Fix,FULTON,PARK PRESIDIO, , ,1, ,SIGNAL, ,ALL, , ,FULL DONE, ,2009,NONE,NONE,DONE,NONE,STATE/CITY,YES,1946,1(a), ,50,X,50,,06/21/2017 12:00:00 AM +0000,"(37.7731438884, -122.471775345)"
3927,27519000,Fix,25TH AVE,CROSS OVER, ,FULTON,1, ,SIGNAL,WIRELESS,ALL, , ,FULL DONE, , ,NONE,NONE,DONE,NONE,SALES TAX, ,1952, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7725740008, -122.484207425)"
3928,26347000,Fix,FELL,MASONIC, , ,5, ,SIGNAL, ,ALL, , ,MOD AFTER FULL DONE,07/00, , ,PENDING,DONE, ,SALES TAX,YES,1954, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7730003481, -122.445915585)"
3929,26345000,Fix,MASONIC,OAK, , ,5, ,SIGNAL, ,ALL, , ,MOD AFTER FULL PENDING,07/00, ,NONE,PENDING,DONE,NONE,SALES TAX, ,1955, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7720853365, -122.445729884)"
3930,26433000,Fix,STANYAN,WALLER, , ,5, ,SIGNAL, ,NONE, , ,NONE, , , , , , , , ,1956, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7682509659, -122.453365508)"
3931,26436000,Fix,OAK,SHRADER, , ,5, ,SIGNAL, ,ALL, , ,FULL DONE,07/00, ,NONE,NONE,DONE,NONE,SALES TAX, ,1955, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.771234769, -122.452254997)"
3932,27446000,Fix,CABRILLO,PARK PRESIDIO, , ,1, ,SIGNAL,LOOPS,ALL,YES, ,FULL DONE, ,2009,NONE,NONE,DONE,NONE,STATE/CITY, ,1946,1(a), ,50,X,50,,06/21/2017 12:00:00 AM +0000,"(37.7750082763, -122.471918325)"
3933,27213000,Fix,ARGUELLO,BALBOA, ,TURK,1, ,SIGNAL, ,PENDING, , ,FULL PENDING, , ,NONE,NONE,FUTURE,NONE, , ,1969, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7772588595, -122.458593852)"
3934,27271000,Fix,06TH AVE,BALBOA, , ,1, ,SIGNAL, ,SOME PHASES, , ,NONE, , ,NONE,NONE,NONE,NONE, , ,1965, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7772397194, -122.464023824)"
3935,27255000,Actuated,06TH AVE,FULTON, , ,1, ,SIGNAL, ,ALL, , ,MOD DONE, , ,NONE,DONE,NONE,NONE,SALES TAX, ,1972, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7736290054, -122.463762432)"
3936,27462000,Actuated,18TH AVE,FULTON, , ,1, ,SIGNAL,LOOPS,ALL,YES, ,NEW DONE, ,1998, , , , ,SALES TAX, ,1997, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7729177976, -122.476707429)"
3937,27545000,Fix,25TH AVE,BALBOA, , ,1, ,SIGNAL, ,ALL, , ,FULL DONE, , ,NONE,NONE,DONE,NONE,SALES TAX, ,1959, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7763071068, -122.484473878)"
3938,27520000,Fix,25TH AVE,CABRILLO, , ,1, ,SIGNAL, ,ALL, , ,MOD DONE, , ,NONE,DONE,NONE,NONE,SALES TAX, ,1959, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7744416024, -122.484339166)"
3939,27472000,Fix,BALBOA,PARK PRESIDIO, , ,1, ,SIGNAL,WIRELESS,ALL,YES, ,FULL DONE, , ,NONE,NONE,DONE,NONE,STATE/CITY, ,1946,1(a), ,50,X,50,,06/21/2017 12:00:00 AM +0000,"(37.7768731704, -122.472052765)"
3940,27243000,Fix,05TH AVE,BALBOA, , ,1, ,SIGNAL, ,SOME PHASES, , ,NONE, , ,NONE,NONE,NONE,NONE, , ,1974, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7772876764, -122.462954011)"
3941,28013000,Actuated,48TH AVE,EL CAMINO DEL MAR,OPTICOM INFRARED,POINT LOBOS,1, ,SIGNAL,WIRELESS,SOME PHASES,YES,TSP,FULL FUTURE, ,1999,NONE,NONE,FUTURE,NONE,SALES TAX, ,1951, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.779856008, -122.50944617)"
3942,27547000,Fix,25TH AVE,ANZA, , ,1, ,SIGNAL, ,PENDING, , ,FULL PENDING, , ,NONE,NONE,PENDING,NONE, , ,1959, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7781707743, -122.484608463)"
3943,27475000,Fix,ANZA,PARK PRESIDIO, , ,1, ,SIGNAL,LOOPS,ALL,YES, ,FULL DONE, ,2009,NONE,NONE,DONE,NONE,STATE/CITY, ,1946,1(a), ,50,X,50,,06/21/2017 12:00:00 AM +0000,"(37.7787329627, -122.472186842)"
3944,27230000,Fix,ARGUELLO,GEARY,OPTICOM, ,"1,2", ,SIGNAL, ,ALL, ,"TSP,FIRE PREEMPT",FULL AFTER FULL FUTURE,10/01, ,NONE,NONE,FUTURE,NONE,SALES TAX, ,1958, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7812620032, -122.458871883)"
3945,27225000,Fix,ANZA,ARGUELLO, , ,1, ,SIGNAL, ,NONE, , ,FULL FUTURE, , ,NONE,NONE,FUTURE,NONE, , ,1968, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.779338101, -122.458744844)"
3946,27483000,Fix,GEARY,PARK PRESIDIO,OPTICOM, ,1, ,SIGNAL, ,ALL, ,"TSP,FIRE PREEMPT",FULL DONE, ,2009,NONE,NONE,DONE,NONE,STATE/CITY,YES,1946,1(a), ,50,X,50,,06/21/2017 12:00:00 AM +0000,"(37.7806607684, -122.47232548)"
3947,27231000,Preempt,02ND AVE,GEARY,OPTICOM, ,1, ,SIGNAL, ,ALL, ,"TSP,FIRE PREEMPT",FULL DONE,10/01, ,NONE,NONE,DONE,NONE,SALES TAX, ,1959, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7812184199, -122.46001288)"
3948,27249000,Preempt,05TH AVE,GEARY,OPTICOM, ,1, ,SIGNAL, ,ALL, ,"TSP,FIRE PREEMPT",FULL DONE,10/01, ,NONE,NONE,DONE,NONE,SALES TAX, ,1959, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7810751063, -122.463223903)"
3949,27284000,Fix,06TH AVE,GEARY,OPTICOM, ,1, ,SIGNAL, ,ALL, ,"TSP,FIRE PREEMPT",FULL DONE,10/01, ,NONE,NONE,DONE,NONE,SALES TAX, ,1959, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7810238631, -122.464292393)"
3950,27289000,Preempt,09TH AVE,GEARY,OPTICOM, ,1, ,SIGNAL, ,ALL, ,"TSP,FIRE PREEMPT",FULL DONE,10/01, ,NONE,NONE,DONE,NONE,SALES TAX, ,1958, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7808846559, -122.467500876)"
3951,27487000,Preempt,16TH AVE,GEARY,OPTICOM, ,1, ,SIGNAL, ,ALL, ,"TSP,FIRE PREEMPT",FULL AFTER MOD FUTURE, , ,NONE,DONE,DONE,NONE, , ,1959, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.780533475, -122.475096805)"
3952,27500000,Fix,17TH AVE,GEARY,OPTICOM, ,1, ,SIGNAL, ,ALL, ,FIRE PREEMPT,FULL DONE, , ,NONE,NONE,DONE,NONE, , ,1959, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7804807905, -122.476182413)"
3953,27501000,Preempt,18TH AVE,GEARY,OPTICOM, ,1, ,SIGNAL, ,ALL, ,"TSP,FIRE PREEMPT",FULL AFTER MOD FUTURE, , ,NONE,DONE,DONE,NONE, , ,1980, , ,, ,,,06/21/2017 12:00:00 AM +0000,"(37.7804445771, -122.477253113)"
